submission_id,AnswerCertainty,AnswerPolarity,ContextType,StimID,TaskType,TrialType,age,certainty_max,certainty_min,confidence,education,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,p_max,p_min,prolific_pid,prolific_session_id,prolific_study_id,response_time,sliderResponse,trialNr
3052,high_certainty,positive,positive,5,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,28840,90,3
3052,NA,NA,NA,1,prior,reasoning,43,4,1,5,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,0.6,0.4,,,,35143,50,4
3052,NA,NA,NA,1,posterior,reasoning,43,7,3,7,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,0.6,0.4,,,,32483,50,5
3052,exhaustive,negative,negative,2,prior,main,43,NA,NA,3,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,25771,15,6
3052,exhaustive,negative,negative,2,posterior,main,43,NA,NA,7,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,25882,2,7
3052,exhaustive,negative,negative,2,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,16481,90,8
3052,exhaustive,positive,neutral,8,prior,main,43,NA,NA,1,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,37801,25,9
3052,exhaustive,positive,neutral,8,posterior,main,43,NA,NA,6,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,26376,96,10
3052,exhaustive,positive,neutral,8,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,17063,97,11
3052,high_certainty,positive,positive,7,prior,main,43,NA,NA,6,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,44232,95,12
3052,high_certainty,positive,positive,7,posterior,main,43,NA,NA,7,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,35160,96,13
3052,high_certainty,positive,positive,7,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,35198,54,14
3052,NA,NA,NA,1,prior,attenetion,43,6,6,6,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,1,0.95,,,,25916,100,15
3052,low_certainty,negative,negative,11,prior,main,43,NA,NA,1,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,33448,60,16
3052,low_certainty,negative,negative,11,posterior,main,43,NA,NA,2,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,29349,30,17
3052,low_certainty,negative,negative,11,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,18997,80,18
3052,non_answer,N/A,neutral,3,prior,main,43,NA,NA,1,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,34871,70,19
3052,non_answer,N/A,neutral,3,posterior,main,43,NA,NA,1,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,23180,70,20
3052,non_answer,N/A,neutral,3,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,7563,0,21
3052,NA,NA,NA,2,prior,reasoning,43,7,5,2,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,0.45,0.25,,,,45206,45,22
3052,NA,NA,NA,2,posterior,reasoning,43,7,5,6,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,0.75,0.55,,,,36659,66,23
3052,high_certainty,negative,negative,4,prior,main,43,NA,NA,7,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,31805,1,24
3052,high_certainty,negative,negative,4,posterior,main,43,NA,NA,7,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,26580,1,25
3052,high_certainty,negative,negative,4,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,8912,0,26
3052,low_certainty,positive,positive,1,prior,main,43,NA,NA,6,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,38545,98,27
3052,low_certainty,positive,positive,1,posterior,main,43,NA,NA,7,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,22512,100,28
3052,low_certainty,positive,positive,1,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,10093,98,29
3052,high_certainty,negative,neutral,10,prior,main,43,NA,NA,1,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,28348,50,30
3052,high_certainty,negative,neutral,10,posterior,main,43,NA,NA,1,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,16001,25,31
3052,high_certainty,negative,neutral,10,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,17809,80,32
3052,NA,NA,NA,2,prior,attention,43,2,2,2,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,0.05,0,,,,19590,0,33
3052,low_certainty,negative,neutral,9,prior,main,43,NA,NA,3,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,30588,90,34
3052,low_certainty,negative,neutral,9,posterior,main,43,NA,NA,2,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,27266,10,35
3052,low_certainty,negative,neutral,9,relevance,main,43,NA,NA,NA,Higher degree,1198666,1645455491554,1645454292888,male,helpful,English,NA,NA,,,,14337,60,36
3051,NA,NA,NA,1,prior,practice,63,NA,NA,2,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,96395,62,1
3051,NA,NA,NA,1,posterior,practice,63,NA,NA,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,34607,2,2
3051,NA,NA,NA,1,relevance,practice,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,13408,100,3
3051,non_answer,N/A,positive,3,prior,main,63,NA,NA,4,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,41914,60,1
3051,non_answer,N/A,positive,3,posterior,main,63,NA,NA,4,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,41700,60,2
3051,non_answer,N/A,positive,3,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,7542,4,3
3051,NA,NA,NA,1,prior,reasoning,63,4,1,2,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,0.6,0.4,,,,72330,33,4
3051,NA,NA,NA,1,posterior,reasoning,63,7,3,5,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,0.6,0.4,,,,38673,50,5
3051,high_certainty,negative,positive,1,prior,main,63,NA,NA,7,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,44989,90,6
3051,high_certainty,negative,positive,1,posterior,main,63,NA,NA,4,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,30148,70,7
3051,high_certainty,negative,positive,1,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,15729,79,8
3051,exhaustive,negative,neutral,6,prior,main,63,NA,NA,5,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,32934,15,9
3051,exhaustive,negative,neutral,6,posterior,main,63,NA,NA,7,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,15316,0,10
3051,exhaustive,negative,neutral,6,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,6126,100,11
3051,non_answer,N/A,negative,7,prior,main,63,NA,NA,3,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,63553,35,12
3051,non_answer,N/A,negative,7,posterior,main,63,NA,NA,3,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,18287,35,13
3051,non_answer,N/A,negative,7,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,6076,0,14
3051,NA,NA,NA,1,prior,attenetion,63,6,6,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,1,0.95,,,,57286,100,15
3051,exhaustive,negative,positive,2,prior,main,63,NA,NA,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,31896,90,16
3051,exhaustive,negative,positive,2,posterior,main,63,NA,NA,7,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,12367,0,17
3051,exhaustive,negative,positive,2,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,5055,100,18
3051,exhaustive,positive,negative,8,prior,main,63,NA,NA,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,29319,6,19
3051,exhaustive,positive,negative,8,posterior,main,63,NA,NA,7,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,9057,100,20
3051,exhaustive,positive,negative,8,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,3573,100,21
3051,NA,NA,NA,2,prior,reasoning,63,7,5,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,0.45,0.25,,,,49265,28,22
3051,NA,NA,NA,2,posterior,reasoning,63,7,5,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,0.75,0.55,,,,23123,67,23
3051,high_certainty,positive,neutral,11,prior,main,63,NA,NA,5,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,27422,70,24
3051,high_certainty,positive,neutral,11,posterior,main,63,NA,NA,7,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,15406,95,25
3051,high_certainty,positive,neutral,11,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,8494,100,26
3051,low_certainty,negative,negative,9,prior,main,63,NA,NA,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,36594,10,27
3051,low_certainty,negative,negative,9,posterior,main,63,NA,NA,7,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,14675,2,28
3051,low_certainty,negative,negative,9,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,3971,100,29
3051,low_certainty,positive,neutral,12,prior,main,63,NA,NA,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,28603,2,30
3051,low_certainty,positive,neutral,12,posterior,main,63,NA,NA,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,12285,2,31
3051,low_certainty,positive,neutral,12,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,6392,27,32
3051,NA,NA,NA,2,prior,attention,63,2,2,2,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,0.05,0,,,,21792,0,33
3051,exhaustive,positive,negative,10,prior,main,63,NA,NA,5,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,186256,15,34
3051,exhaustive,positive,negative,10,posterior,main,63,NA,NA,7,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,11200,100,35
3051,exhaustive,positive,negative,10,relevance,main,63,NA,NA,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,4994,100,36
3050,NA,NA,NA,1,prior,practice,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,44870,70,1
3050,NA,NA,NA,1,posterior,practice,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,48383,3,2
3050,NA,NA,NA,1,relevance,practice,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,11878,72,3
3050,high_certainty,positive,positive,2,prior,main,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,13073,91,1
3050,high_certainty,positive,positive,2,posterior,main,33,NA,NA,7,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,12305,95,2
3050,high_certainty,positive,positive,2,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,5970,89,3
3050,NA,NA,NA,1,prior,reasoning,33,4,1,7,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,0.6,0.4,,,,20539,50,4
3050,NA,NA,NA,1,posterior,reasoning,33,7,3,7,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,0.6,0.4,,,,19691,52,5
3050,low_certainty,negative,neutral,3,prior,main,33,NA,NA,4,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,13493,67,6
3050,low_certainty,negative,neutral,3,posterior,main,33,NA,NA,5,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,8637,23,7
3050,low_certainty,negative,neutral,3,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,4053,60,8
3050,low_certainty,negative,neutral,8,prior,main,33,NA,NA,3,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,18594,37,9
3050,low_certainty,negative,neutral,8,posterior,main,33,NA,NA,5,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,10594,13,10
3050,low_certainty,negative,neutral,8,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,4507,56,11
3050,low_certainty,positive,negative,6,prior,main,33,NA,NA,4,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,13625,30,12
3050,low_certainty,positive,negative,6,posterior,main,33,NA,NA,3,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,10291,45,13
3050,low_certainty,positive,negative,6,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,5172,32,14
3050,NA,NA,NA,1,prior,attenetion,33,6,6,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,1,0.95,,,,28308,100,15
3050,exhaustive,positive,positive,12,prior,main,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,13306,75,16
3050,exhaustive,positive,positive,12,posterior,main,33,NA,NA,7,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,8888,100,17
3050,exhaustive,positive,positive,12,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,5370,100,18
3050,high_certainty,positive,positive,5,prior,main,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,13636,77,19
3050,high_certainty,positive,positive,5,posterior,main,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,8454,93,20
3050,high_certainty,positive,positive,5,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,4071,80,21
3050,NA,NA,NA,2,prior,reasoning,33,7,5,5,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,0.45,0.25,,,,18894,56,22
3050,NA,NA,NA,2,posterior,reasoning,33,7,5,5,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,0.75,0.55,,,,8905,60,23
3050,exhaustive,negative,neutral,10,prior,main,33,NA,NA,4,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,10491,77,24
3050,exhaustive,negative,neutral,10,posterior,main,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,7220,10,25
3050,exhaustive,negative,neutral,10,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,3272,85,26
3050,non_answer,N/A,negative,9,prior,main,33,NA,NA,5,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,13871,23,27
3050,non_answer,N/A,negative,9,posterior,main,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,8238,10,28
3050,non_answer,N/A,negative,9,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,4087,30,29
3050,high_certainty,negative,negative,11,prior,main,33,NA,NA,5,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,16431,13,30
3050,high_certainty,negative,negative,11,posterior,main,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,7388,8,31
3050,high_certainty,negative,negative,11,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,3627,78,32
3050,NA,NA,NA,2,prior,attention,33,2,2,2,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,0.05,0,,,,12281,0,33
3050,exhaustive,positive,negative,7,prior,main,33,NA,NA,4,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,27152,37,34
3050,exhaustive,positive,negative,7,posterior,main,33,NA,NA,6,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,8728,89,35
3050,exhaustive,positive,negative,7,relevance,main,33,NA,NA,NA,Higher degree,544535,1645455217119,1645454672584,female,relevant,English ,NA,NA,,,,4356,85,36
3049,NA,NA,NA,1,prior,practice,32,NA,NA,2,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,76031,20,1
3049,NA,NA,NA,1,posterior,practice,32,NA,NA,7,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,17939,0,2
3049,NA,NA,NA,1,relevance,practice,32,NA,NA,NA,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,4525,100,3
3049,exhaustive,negative,neutral,9,prior,main,32,NA,NA,1,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,31581,49,1
3049,exhaustive,negative,neutral,9,posterior,main,32,NA,NA,6,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,10103,1,2
3049,exhaustive,negative,neutral,9,relevance,main,32,NA,NA,NA,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,3961,99,3
3049,NA,NA,NA,1,prior,reasoning,32,4,1,1,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,0.6,0.4,,,,26160,50,4
3049,NA,NA,NA,1,posterior,reasoning,32,7,3,4,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,0.6,0.4,,,,16284,50,5
3049,exhaustive,positive,positive,3,prior,main,32,NA,NA,4,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,20776,70,6
3049,exhaustive,positive,positive,3,posterior,main,32,NA,NA,7,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,11833,100,7
3049,exhaustive,positive,positive,3,relevance,main,32,NA,NA,NA,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,37113,100,8
3049,exhaustive,positive,negative,4,prior,main,32,NA,NA,2,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,81643,27,9
3049,exhaustive,positive,negative,4,posterior,main,32,NA,NA,7,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,14684,100,10
3049,exhaustive,positive,negative,4,relevance,main,32,NA,NA,NA,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,11457,100,11
3049,low_certainty,negative,positive,11,prior,main,32,NA,NA,4,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,23488,81,12
3049,low_certainty,negative,positive,11,posterior,main,32,NA,NA,4,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,14059,61,13
3049,low_certainty,negative,positive,11,relevance,main,32,NA,NA,NA,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,NA,NA,,,,4912,44,14
3049,NA,NA,NA,1,prior,attenetion,32,6,6,6,Higher degree,1107980,1645455157036,1645454049056,female,relevant,English,1,0.95,,,,21102,100,15
