submission_id,StimID,AnswerCertainty,AnswerPolarity,ContextType,pos,pri,rel,bch,ech,klu,bfu,conf_pos,conf_pri,2ord_bch,beta_ech,beta_klu,beta_bfu,beta_bch,pos_rank,pri_rank,rel_rank,bch_rank,ech_rank,klu_rank,bfu_rank,conf_pos_rank,conf_pri_rank,2ord_bch_rank,beta_ech_rank,beta_klu_rank,beta_bfu_rank,beta_bch_rank
5800,2,non_answer,positive,negative,0.49,0.49,0.04,0.0,0.0,0.0,0.0,5,5,0,0.0,0.0,0.6931471806,0.0,1160.0,986.0,173.0,157.0,174.5,157.0,143.0,741.5,1191.0,394.0,116.5,107.0,107.0,276.5
5800,3,high_certainty,positive,neutral,1.0,0.5,1.0,0.5,1.0,0.9,1.0,7,7,0,8.324000000000001e-07,1.0,14.0994475996,1e-10,2251.5,1134.5,2134.0,1904.5,2313.5,1933.0,2161.0,2058.0,2237.0,394.0,2198.5,2004.0,2200.5,670.0
5800,4,non_answer,positive,negative,0.06,0.06,0.0,0.0,0.0,0.0,1.1102230249999998e-16,4,4,0,0.0,0.0,0.6931471806,0.0,431.5,156.5,64.5,157.0,174.5,157.0,292.0,340.5,657.5,394.0,116.5,107.0,107.0,276.5
5800,6,low_certainty,negative,neutral,0.1,0.5,0.86,0.4,0.5310044064,0.7055608241,0.8888888889000001,6,6,0,4.178e-07,1.0,11.4154107642,0.0,540.5,1134.5,1427.0,1702.0,1839.0,1651.5,1499.5,1390.0,1822.5,394.0,1691.5,2004.0,1093.5,276.5
5800,7,exhaustive,negative,positive,0.64,0.94,0.92,0.3,0.6152382701,0.7343251985,0.8865248227,5,5,0,3.444e-07,0.9999958994,8.6669643424,1e-10,1442.0,2297.0,1627.0,1472.5,1938.0,1689.0,1481.0,741.5,1191.0,394.0,1547.0,1430.0,559.5,670.0
5800,8,exhaustive,positive,positive,1.0,0.92,1.0,0.08,0.4021791902,0.2419361858,1.0,7,7,0,2.451e-07,1.0,12.2668740404,0.0,2251.5,2279.0,2134.0,656.5,1570.5,985.0,2161.0,2058.0,2237.0,394.0,1279.5,2004.0,1779.5,276.5
5800,9,high_certainty,negative,negative,0.0,0.01,1.0,0.01,0.0807931359,0.0328353151,1.0,7,7,0,3.3000000000000004e-08,0.8739937799,10.1874983673,0.0,92.5,42.5,2134.0,341.0,678.0,507.0,2161.0,2058.0,2237.0,394.0,447.0,820.5,1005.0,276.5
5800,10,low_certainty,positive,positive,0.88,0.5,0.59,0.38,0.4706391347,0.6616541412,0.8636363636000001,6,6,0,3.77e-07,1.0,11.3641186303,1e-10,1848.5,1134.5,677.0,1651.5,1738.0,1574.0,1423.0,1390.0,1822.5,394.0,1619.0,2004.0,1091.0,670.0
5800,11,high_certainty,positive,neutral,0.76,0.5,0.78,0.26,0.2049597206,0.3762073125,0.6842105263,5,3,2,1.879e-07,0.8956597013,9.1705476419,36.5628838767,1666.5,1134.5,1203.0,1368.0,1105.5,1212.5,1012.5,741.5,318.5,1844.5,1110.0,845.0,840.0,1117.0
5800,12,high_certainty,negative,negative,0.0,0.08,0.99,0.08,0.4021791902,0.2419361858,1.0,7,7,0,2.451e-07,1.0,12.2668740404,0.0,92.5,183.0,1892.0,656.5,1570.5,985.0,2161.0,2058.0,2237.0,394.0,1279.5,2004.0,1779.5,276.5
5801,1,low_certainty,negative,negative,0.55,0.5,0.3,0.05,0.007225546,0.0164997968,0.1818181818,6,7,1,3.23e-08,0.6392652138,14.0102263806,116.1046039665,1318.0,1134.5,394.5,531.5,395.0,425.5,407.0,1390.0,2237.0,1214.0,440.5,625.0,1859.0,2077.0
5801,2,high_certainty,negative,positive,0.1,0.9,0.75,0.8,0.0,0.9970888807,0.987654321,5,7,2,2.89e-07,1.0,14.0921364057,169.9564759042,540.5,2230.5,1119.5,2253.5,174.5,2242.0,1903.0,741.5,2237.0,1844.5,1407.5,2004.0,2023.0,2163.5
5801,4,low_certainty,positive,negative,0.04,0.02,0.25,0.02,0.1008516465,0.0260033803,0.5102040816,7,7,0,6.26e-08,0.673720434,10.8806079092,0.0,317.0,59.5,359.0,390.0,758.0,480.0,722.5,2058.0,2237.0,394.0,629.0,651.0,1059.0,276.5
5801,5,exhaustive,positive,positive,1.0,0.95,1.0,0.05,0.2863969571,0.1566663713,1.0,7,6,1,3.425e-07,0.9999946175,14.0195153535,116.1046039664,2251.5,2307.0,2134.0,531.5,1347.0,851.0,2161.0,2058.0,1822.5,1214.0,1539.0,1423.0,1927.5,2003.5
5801,6,low_certainty,negative,neutral,0.2,0.05,0.85,0.15,0.4355311378,0.3714468449,0.7894736842000001,6,7,1,4.781e-07,0.9999999769,14.0102263806,116.1046039664,738.0,123.0,1395.5,976.0,1645.5,1207.5,1242.5,1390.0,2237.0,1214.0,1806.5,1557.5,1859.0,2003.5
5801,7,high_certainty,positive,positive,0.8,0.75,0.8,0.05,0.0893500296,0.0229920549,0.25,5,5,0,5.4400000000000004e-08,0.3031320665,6.8769252025,0.0,1718.5,1885.5,1269.0,531.5,715.5,467.5,467.5,741.5,1191.0,394.0,582.0,459.0,473.5,276.5
5801,8,low_certainty,positive,neutral,0.7000000000000001,0.3,0.5,0.4,1.1102230249999998e-16,0.6756282443,0.8163265306,4,5,1,5.12e-08,0.9999999394,9.0886552519,24.9776840206,1546.0,698.5,537.5,1702.0,351.0,1600.5,1310.0,340.5,1191.0,1214.0,560.0,1536.0,681.5,1038.5
5801,9,non_answer,positive,neutral,0.9,0.9,0.0,0.0,0.0,0.0,1.1102230249999998e-16,7,7,0,0.0,0.0,0.6931471806,0.0,1907.0,2230.5,64.5,157.0,174.5,157.0,292.0,2058.0,2237.0,394.0,116.5,107.0,107.0,276.5
5801,10,non_answer,positive,negative,0.2,0.2,0.0,0.0,0.0,0.0,0.0,5,4,1,7.84e-08,0.0590382133,9.0886552519,24.9776840205,738.0,479.0,64.5,157.0,174.5,157.0,143.0,741.5,657.5,1214.0,722.5,273.0,681.5,954.5
5801,11,exhaustive,negative,negative,0.0,0.65,1.0,0.65,0.9340680554,0.9694207502,1.0,7,4,3,9.025e-07,1.0,14.0996337078,194.9341599248,92.5,1611.5,2134.0,2112.5,2221.0,2109.0,2161.0,2058.0,657.5,2137.0,2266.5,2004.0,2257.0,2260.0
5802,1,high_certainty,positive,negative,0.95,0.85,0.94,0.1,0.3234433476,0.1550973224,0.7017543860000001,6,6,0,2.089e-07,0.9985296578,10.0291825465,0.0,2038.5,2131.5,1678.0,757.5,1422.5,837.0,1040.5,1390.0,1822.5,394.0,1170.5,1193.0,990.0,276.5
5802,2,low_certainty,negative,positive,0.25,0.9,0.7000000000000001,0.65,0.3422825309,0.980864876,0.962962963,3,6,3,4.448e-07,1.0,11.6379454383,90.4147558147,838.0,2230.5,986.0,2112.5,1470.0,2144.0,1774.5,138.5,1822.5,2137.0,1738.5,2004.0,1624.0,1793.5
5802,3,high_certainty,positive,positive,0.99,0.9,0.95,0.09,0.3882024577,0.2109749482,0.9090909091,7,6,1,4.2050000000000004e-07,0.99999837,14.0102263806,116.1046039663,2144.0,2230.5,1719.5,686.5,1548.5,915.0,1559.0,2058.0,1822.5,1214.0,1697.5,1456.5,1859.0,1890.0
5802,5,exhaustive,negative,neutral,0.05,0.88,0.95,0.8300000000000001,0.2429639082,0.9976491402,0.9928229665,7,6,1,3.361e-07,1.0,14.0636870529,116.1046039664,375.0,2178.5,1719.5,2270.0,1175.5,2247.0,1934.5,2058.0,1822.5,1214.0,1519.0,2004.0,1978.0,2003.5
5802,6,high_certainty,negative,positive,0.05,0.8,0.99,0.75,0.4355311378,0.9883997096,0.9868421053,7,6,1,4.781e-07,1.0,14.0494316173,116.1046039664,375.0,2015.0,1892.0,2217.0,1645.5,2180.0,1896.5,2058.0,1822.5,1214.0,1806.5,2004.0,1966.0,2003.5
5802,7,low_certainty,positive,negative,0.8,0.7000000000000001,0.7000000000000001,0.1,0.1593628043,0.0819286435,0.4166666667,4,4,0,7.180000000000002e-08,0.4977945173,5.1169537023,1e-10,1718.5,1748.5,986.0,757.5,932.0,666.0,609.5,340.5,657.5,394.0,688.0,554.0,324.5,670.0
5802,8,exhaustive,negative,neutral,0.0,0.5,1.0,0.5,1.0,0.9,1.0,7,6,1,8.712e-07,1.0,14.0994475996,116.1046039663,92.5,1134.5,2134.0,1904.5,2313.5,1933.0,2161.0,2058.0,1822.5,1214.0,2242.5,2004.0,2200.5,1890.0
5802,9,low_certainty,negative,negative,0.05,0.2,0.95,0.15,0.4355311378,0.2680711561,0.7894736842000001,6,5,1,3.847e-07,0.9990876188,11.5493463255,53.8518719378,375.0,479.0,1719.5,976.0,1645.5,1034.0,1242.5,1390.0,1191.0,1214.0,1635.5,1224.0,1257.0,1388.0
5802,11,non_answer,positive,negative,0.5,0.1,0.05,0.4,0.5310044064,0.8167540412000001,0.8888888889000001,4,5,1,3.461e-07,0.999999988,9.0886552519,24.9776840205,1218.0,254.5,189.0,1702.0,1839.0,1780.5,1499.5,340.5,1191.0,1214.0,1553.0,1565.0,681.5,954.5
5802,12,exhaustive,positive,neutral,1.0,0.02,1.0,0.98,0.1414405425,0.9999977294,1.0,7,7,0,6.53e-08,1.0,14.7723913354,0.0,2251.5,59.5,2134.0,2332.0,885.5,2310.0,2161.0,2058.0,2237.0,394.0,649.0,2004.0,2334.0,276.5
5803,1,exhaustive,negative,negative,0.1,0.3,0.9,0.2,0.4122953056,0.3205098295,0.7407407407000001,6,6,0,3.133000000000001e-07,0.9999995498,10.7222856319,1e-10,540.5,698.5,1541.0,1151.0,1596.5,1119.0,1108.0,1390.0,1822.5,394.0,1465.0,1487.5,1045.0,670.0
5803,2,high_certainty,positive,negative,0.6900000000000001,0.1,0.8,0.59,0.4241778648,0.9641967778,0.9500805153,6,6,0,3.235e-07,1.0,11.8040616536,1e-10,1513.0,254.5,1269.0,2034.5,1627.5,2094.0,1719.0,1390.0,1822.5,394.0,1493.0,2004.0,1735.0,670.0
5803,3,exhaustive,positive,positive,0.95,0.5,0.97,0.45,0.7136030429,0.8066265003,0.9473684211,7,6,1,7.131e-07,1.0,14.0102263806,116.1046039663,2038.5,1134.5,1797.5,1793.0,2029.5,1762.5,1697.5,2058.0,1822.5,1214.0,2099.0,2004.0,1859.0,1890.0
5803,4,exhaustive,negative,neutral,0.1,0.7000000000000001,0.91,0.6000000000000001,0.4122953056,0.9285060583,0.9523809524,6,6,0,3.133000000000001e-07,1.0,11.8208685228,1e-10,540.5,1748.5,1598.0,2056.5,1596.5,1999.5,1729.0,1390.0,1822.5,394.0,1465.0,2004.0,1737.5,670.0
5803,5,high_certainty,negative,positive,0.2,0.91,0.74,0.71,0.2854582778,0.9917667589,0.9752747253,6,7,1,3.636e-07,1.0,14.0102263806,116.1046039664,738.0,2268.0,1084.5,2190.0,1335.5,2204.0,1844.0,1390.0,2237.0,1214.0,1580.0,2004.0,1859.0,2003.5
5803,7,non_answer,positive,neutral,0.64,0.58,0.51,0.06,0.0387707058,0.0246306402,0.2232142857,5,6,1,1.2000000000000002e-08,0.5533274071000001,11.5493463255,53.8518719379,1442.0,1401.0,559.5,592.0,539.5,474.5,450.5,741.5,1822.5,1214.0,294.5,579.0,1257.0,1531.0
5803,8,low_certainty,positive,positive,0.95,0.8200000000000001,0.89,0.13,0.3936800886,0.2224802637,0.7602339181000001,6,6,0,2.614e-07,0.9999640327,10.2915264596,1e-10,2038.5,2075.0,1487.0,888.0,1565.0,944.0,1181.0,1390.0,1822.5,394.0,1336.5,1361.5,1017.5,670.0
5803,9,low_certainty,negative,negative,0.05,0.19,0.89,0.14,0.4150745028,0.24526473,0.7756232687,6,6,0,2.778e-07,0.999990864,10.3656295862,1e-10,375.0,434.5,1487.0,921.0,1618.5,993.5,1209.5,1390.0,1822.5,394.0,1384.0,1407.0,1022.5,670.0
5803,10,non_answer,positive,neutral,0.5,0.5,0.0,0.0,0.0,0.0,0.0,6,6,0,0.0,0.0,0.6931471806,0.0,1218.0,1134.5,64.5,157.0,174.5,157.0,143.0,1390.0,1822.5,394.0,116.5,107.0,107.0,276.5
5803,12,high_certainty,negative,positive,0.16,0.6900000000000001,0.75,0.53,0.2588639037,0.8653078831000001,0.9144237405,6,6,0,2.076e-07,1.0,11.6968178155,0.0,672.0,1695.0,1119.5,1960.0,1253.0,1849.0,1575.5,1390.0,1822.5,394.0,1167.0,2004.0,1723.5,276.5
