submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,posterior_confidence,prior_confidence,posterior_sliderResponse,prior_sliderResponse,relevance_sliderResponse,first_order_belief_change,second_order_belief_change,entropy_change,kl_utility,bayes_factor_utility,beta_kl_utility,beta_entropy_change,beta_bayes_factor_utility,pure_second_order_belief_change,prior_beta_for_kl_a,prior_beta_for_kl_b,posterior_beta_for_kl_a,posterior_beta_for_kl_b,prior_beta_for_entropy_a,prior_beta_for_entropy_b,posterior_beta_for_entropy_a,posterior_beta_for_entropy_b,prior_beta_for_bf_a,prior_beta_for_bf_b,posterior_beta_for_bf_a,posterior_beta_for_bf_b,prior_beta_for_2nd_order_change_a,prior_beta_for_2nd_order_change_b,posterior_beta_for_2nd_order_change_a,posterior_beta_for_2nd_order_change_b,answer_class,belief_change,deviant,task_sensitivity
5807,helpful,6,high_certainty,positive,positive,1.0,0.5,7,7,0.8200000000000001,0.8200000000000001,0.77,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,221.8539955189,49.4801453578,221.8539955189,49.4801453578,1.0011678527,1.0002563579,1.0011678527,1.0002563579,1089245.7839392824,239103.5135476472,1089245.7839392824,239103.5135476472,176.9237545662,39.6174095389,176.9237545662,39.6174095389,True,True,False,1.0
5807,helpful,7,high_certainty,negative,neutral,1.0,0.5,7,6,0.02,0.21,0.99,0.19,1,0.6000421974,0.4203900471,0.9232264334,1.0,5.864e-07,14.0102263806,116.1046039664,30.4373053821,111.7403392945,6.3866828175,264.9474580592,1.0002648184,1.0009962215,1.0000284842,1.0013957264,23811.5614217637,89574.0643961589,26567.9459497386,1301781.351537191,21.6716776291,78.7648825096,5.2908232821,211.250340823,True,True,False,1.0
5807,helpful,8,exhaustive,negative,negative,1.0,0.5,7,7,0.0,0.01,0.97,0.01,0,0.0807931359,0.0328353151,1.0,0.8739937799,3.3000000000000004e-08,10.1874983673,0.0,3.6933414088,267.6407994679,1.0,270.3341408767,1.0000142421,1.0014099686,1.0,1.0014242107,13284.4729748693,1315064.8245120605,1.0,1328348.2974869297,3.1454116411,213.395752464,1.0,215.5411641051,True,True,False,1.0
5807,helpful,10,exhaustive,positive,neutral,1.0,0.5,6,5,0.62,0.41,0.75,0.21,1,0.0184584465,0.256514618,0.5740841990000001,0.9894732191,5.57e-08,11.5493463255,53.8518719378,30.725134711,43.7751938524,87.9101396995,54.2675049771,1.0004501318,1.0006477506,1.0007818447,1.0004791951,3968.32532762,5710.0779104775,70298.848007112,43086.7778108106,19.2797221624,27.3049660385,62.030667286,38.4058928527,True,True,False,1.0
5807,helpful,11,low_certainty,positive,negative,1.0,0.5,7,6,0.6000000000000001,0.4,0.94,0.2,1,2.2204460489999999e-16,0.2361510256,0.5555555556,0.9996324379,4.6e-08,14.0102263806,116.1046039664,57.0710578706,85.106586806,162.600484526,108.7336563507,1.0005044159,1.0007566239,1.0008545264,1.0005696843,45354.450327169,68031.1754907536,797009.3784921579,531339.9189947718,40.3746240555,60.0619360832,129.7246984631,86.816465642,True,True,False,1.0
5808,helpful,1,low_certainty,positive,negative,0.75,0.875,5,5,0.76,0.72,0.67,0.04,0,0.0604105312,0.0135109431,0.1879699248,0.187800418,3.8e-08,6.6542971734,1e-10,53.2002365657,21.3000919978,56.1002497082,18.4000788552,1.0007904753,1.0003074071,1.0008343906,1.0002634918,6968.0103314302,2710.3929066673,7355.0664609541,2323.3367771434,33.1009755047,13.4837126963,34.8843630327,11.7003251682,True,True,False,1.0
5808,helpful,2,non_answer,positive,positive,0.75,0.875,6,5,0.88,0.8300000000000001,0.09,0.05,1,0.1283439135,0.0316442938,0.3342245989,0.4679590926,1.956e-07,11.5493463255,53.8518719377,61.1752727076,13.3250558558,124.3563273154,17.8213173612,1.0009112424,1.00018664,1.0011097151,1.0001513248,8032.4146876209,1645.9885504766,99778.5907197719,13607.0350981507,38.0052912068,8.5793969942,87.6241729221,12.8123872166,False,True,False,1.0
5808,helpful,4,low_certainty,negative,negative,0.75,0.875,3,4,0.07,0.35,0.73,0.28,1,0.5681444045,0.5192499496,0.8602150538000001,0.9988617792,1.2390000000000002e-07,6.6301750076,11.5851998562,13.9632213808,25.074553993,2.2918910465,18.1636953317,1.0003271584,1.0006075798,1.0000540125,1.0007175948,289.4461858346,536.6857736929,5.7962048515,64.7210073128,7.8624514631,13.7445527172,1.5615263027,8.4602780214,True,True,False,1.0
5808,helpful,6,exhaustive,positive,neutral,0.75,0.875,6,4,0.97,0.31,0.95,0.66,2,0.6987816005,0.965377229,0.9861048857,1.0,5.885000000000001e-07,11.6312549634,78.8295559585,12.4817103659,26.5560650079,136.9723153363,5.2053293403,1.0002897688,1.0006449693,1.0012232087,1.0000378312,256.4809074535,569.651052074,109983.1170433849,3402.5087745377,7.0781712959,14.5288328844,96.4834633346,3.9530968042,True,True,False,1.0
5808,helpful,7,high_certainty,negative,positive,0.75,0.875,4,5,0.55,0.87,0.62,0.32,1,0.435336269,0.6388105470000001,0.8173690932000001,0.99999285,2.968e-07,9.0886552519,24.9776840205,64.0752858502,10.4250427132,21.3707764556,17.6669989182,1.0009551577,1.0001427247,1.000514106,1.0004206322,8419.4708171448,1258.9324209527,454.2725777401,371.8593817874,39.7886787348,6.7960094661,11.7838522992,9.8231518812,True,True,False,1.0
5808,helpful,8,low_certainty,positive,neutral,0.75,0.875,5,4,0.7000000000000001,0.51,0.8200000000000001,0.19,1,0.1184205425,0.2191899366,0.5539358601000001,0.8752812445,1.084e-07,9.0886552519,24.9776840205,19.8892654406,19.1485099331,51.7502299944,22.750098569,1.0004767165,1.0004580217,1.0007685177,1.0003293647,421.307299359,404.8246601685,6774.4822666682,2903.9209714292,10.999572132,10.6074320484,32.2092817406,14.3754064603,True,True,False,1.0
5808,helpful,9,exhaustive,negative,neutral,0.75,0.875,7,4,0.01,0.74,0.98,0.73,3,0.7459532366,0.9857941639,0.9964509965,1.0,8.191e-07,14.098826989,194.9341599247,28.4079537766,10.6298215972,3.6933414088,267.6407994679,1.0006917063,1.0002430319,1.0000142421,1.0014099686,610.8576500504,215.2743094772,13284.4729748693,1315064.8245120605,15.5091830935,6.0978210869,3.1454116411,213.395752464,True,True,False,1.0
5808,helpful,10,high_certainty,positive,neutral,0.75,0.875,5,5,0.8200000000000001,0.64,0.64,0.18,0,0.2626061435,0.2294384115,0.6097560976,0.9883801247,1.639e-07,8.156368267,1e-10,47.4002102806,27.1001182828,60.450269422,14.0500591414,1.0007026447,1.0003952377,1.0009002635,1.0001976188,6193.8980723824,3484.5051657151,7935.6506552399,1742.7525828575,29.5342004486,17.0504877523,37.5594443248,9.0252438762,True,True,False,1.0
5808,helpful,11,exhaustive,positive,positive,0.75,0.875,6,5,0.99,0.84,0.99,0.15,1,0.5535164187,0.3612495859,0.946969697,0.9999990905,4.322e-07,11.557305912,53.8518719378,61.9002759933,12.6000525701,139.7758682298,2.4017764468,1.0009222212,1.0001756612,1.0012484295,1.0000126104,8129.1787200018,1549.2245180956,112250.7895597434,1134.8362581792,38.4511380888,8.1335501121,98.4521945373,1.9843656014,True,True,False,1.0
5808,helpful,12,low_certainty,negative,negative,0.75,0.875,7,6,0.0,0.0,0.06,0.0,1,0.0,0.0,0.0,0.1123109134,2.185e-07,14.0102263806,116.1046039664,1.0,141.1776446766,1.0,270.3341408767,1.0,1.0012610399,1.0,1.0014242107,1.0,113384.6258179226,1.0,1328348.2974869297,1.0,99.4365601387,1.0,215.5411641051,True,True,False,1.0
5817,helpful,1,exhaustive,positive,positive,1.0,0.5,7,7,1.0,0.93,0.94,0.07,0,0.3659236509,0.2142170136,1.0,1.0,2.168e-07,12.1333439921,0.0,251.4807510153,19.8533898614,270.3341408767,1.0,1.0013245159,1.0000996947,1.0014242107,1.0,1235363.986662845,92985.310824085,1328348.2974869297,1.0,200.5232826177,16.0178814874,215.5411641051,1.0,True,True,False,1.0
5817,helpful,3,low_certainty,positive,positive,1.0,0.5,5,5,0.6000000000000001,0.61,0.08,0.01,0,0.0061510459,0.0006958413,0.0409836066,0.0102899767,4.2e-09,5.2757039229,0.0,45.2252004237,29.2751281397,44.500197138,30.0001314254,1.0006697082,1.0004281741,1.0006587294,1.000439153,5903.6059752394,3774.797262858,5806.8419428585,3871.561295239,28.1966598026,18.3880283984,27.7508129206,18.8338752804,True,True,False,1.0
5817,helpful,4,exhaustive,positive,neutral,1.0,0.5,7,6,0.86,0.48,0.95,0.38,1,0.4146067244,0.6520539320000001,0.8497316637000001,1.0,4.693e-07,14.0102263806,116.1046039664,68.2852694448,73.8923752318,232.627361154,38.7067797227,1.0006052991,1.0006557407,1.0012248212,1.0001993895,54425.1403926029,58960.4854253198,1142379.6758387594,185969.6216481702,48.2495488666,52.1870112721,185.5054011304,31.0357629747,True,True,False,1.0
5817,helpful,5,high_certainty,positive,positive,1.0,0.5,7,7,0.94,0.97,0.7000000000000001,0.03,0,0.1330530613,0.0392629238,0.5154639175,0.8247746690000001,9.09e-08,11.2860604708,0.0,262.2541166504,9.0800242263,254.1740924241,17.1600484526,1.0013814843,1.0000427263,1.001338758,1.0000854526,1288497.8785623217,39851.4189246079,1248647.459637714,79701.8378492157,209.1049291819,7.4362349232,202.6686942588,13.8724698463,True,True,False,1.0
5817,helpful,7,exhaustive,negative,positive,1.0,0.5,6,7,0.65,0.7000000000000001,0.35,0.05,1,0.0527771561,0.0190259137,0.2040816327,0.6860713052,1.133e-07,14.0102263806,116.1046039663,189.5338986137,81.800242263,92.1154690398,50.0621756368,1.0009969475,1.0004272632,1.0008196759,1.000441364,929844.1082408509,398505.1892460788,73700.3567816497,39685.2690362729,151.1788148736,65.3623492315,64.9837640902,35.4527960486,True,True,False,1.0
5817,helpful,8,non_answer,positive,negative,1.0,0.5,7,7,0.2,0.2,0.01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,54.8668281753,216.4673127013,54.8668281753,216.4673127013,1.0002848421,1.0011393685,1.0002848421,1.0011393685,265670.4594973859,1062678.8379895438,265670.4594973859,1062678.8379895438,43.908232821,172.6329312841,43.908232821,172.6329312841,False,True,False,1.0
5817,helpful,9,high_certainty,negative,neutral,1.0,0.5,7,7,0.03,0.65,0.88,0.62,0,0.7396761975,0.9491124867,0.9833465504,1.0,6.606e-07,14.3145586879,0.0,176.0671915698,95.2669493068,9.0800242263,262.2541166504,1.0009257369,1.0004984737,1.0000427263,1.0013814843,863426.7433665043,464922.5541204254,39851.4189246079,1288497.8785623217,140.4517566683,76.0894074368,7.4362349232,209.1049291819,True,True,False,1.0
5817,helpful,10,high_certainty,positive,negative,1.0,0.5,7,5,0.75,0.31,0.75,0.44,2,0.0818953339,0.7428418566,0.8502415459,0.9999999996,2.096e-07,14.0921364057,169.9564759042,23.4751018547,51.0252267088,203.0006056575,68.3335352192,1.0003403435,1.0007575388,1.001068158,1.0003560527,3000.6850038102,6677.7182342872,996261.4731151972,332087.8243717324,14.8212533423,31.7634348586,161.9058730788,54.6352910263,True,True,False,1.0
5817,helpful,11,high_certainty,negative,negative,1.0,0.5,7,6,0.1,0.4,0.81,0.3,1,0.5019550009,0.5284434851,0.8333333333,1.0,5.455e-07,14.0102263806,116.1046039664,57.0710578706,85.106586806,27.9334140877,243.400726789,1.0005044159,1.0007566239,1.0001424211,1.0012817896,45354.450327169,68031.1754907536,132835.729748693,1195513.5677382369,40.3746240555,60.0619360832,22.4541164105,194.0870476946,True,True,False,1.0
5817,helpful,12,low_certainty,negative,neutral,1.0,0.5,7,7,0.05,0.13,0.96,0.08,0,0.2710412279,0.1121101848,0.6477732794000001,0.9998303092,2.184e-07,12.2668740404,0.0,36.013438314,235.3207025627,14.4667070438,256.8674338329,1.0001851474,1.0012390633,1.0000712105,1.0013530001,172686.1486733009,1155663.1488136288,66418.3648743465,1261930.932612583,28.8903513337,187.6508127714,11.7270582053,204.8141058998,True,True,False,1.0
5818,helpful,1,non_answer,positive,neutral,1.0,0.5,5,5,0.48,0.65,0.62,0.17,0,0.0647774806,0.1816236595,0.5029585799,0.9449233582,4.37e-08,8.0992436058,0.0,48.1252135662,26.3751149972,35.8001577104,38.700170853,1.0007136235,1.0003842588,1.0005269835,1.0005708988,6290.6621047633,3387.7411333341,4645.6735542868,5032.7296838107,29.9800473306,16.6046408703,22.4006503364,24.1840378645,False,True,False,0.875
5818,helpful,2,high_certainty,positive,positive,1.0,0.5,7,4,1.0,0.62,1.0,0.38,3,0.9580420222,0.7956662428,1.0,1.0,9.141e-07,14.0992986882,194.9341599248,23.9634207317,15.074354642,270.3341408767,1.0,1.0005795377,1.0003552005,1.0014242107,1.0,511.9618149071,314.1701446205,1328348.2974869297,1.0,13.1563425918,8.450661588500001,215.5411641051,1.0,True,True,False,0.875
5818,helpful,3,high_certainty,positive,positive,1.0,0.5,7,6,1.0,0.5,0.98,0.5,1,1.0,0.9,1.0,1.0,8.712e-07,14.0994475996,116.1046039663,71.0888223383,71.0888223383,270.3341408767,1.0,1.0006305199,1.0006305199,1.0014242107,1.0,56692.8129089613,56692.8129089613,1328348.2974869297,1.0,50.2182800694,50.2182800694,215.5411641051,1.0,True,True,False,0.875
5818,helpful,4,low_certainty,negative,negative,1.0,0.5,6,3,0.0,0.29,0.85,0.29,3,0.8687212463,0.6794535808000001,1.0,0.9999995773,6.978e-07,11.638296074,90.4147558146,6.3521200497,14.1034663285,1.0,141.1776446766,1.0002237661,1.0005478412,1.0,1.0012610399,20.8699915277,49.6472206367,1.0,113384.6258179226,3.326323254,6.6954810701,1.0,99.4365601387,True,True,False,0.875
5818,helpful,5,exhaustive,positive,negative,1.0,0.5,1,5,0.0,0.15,1.0,0.15,4,0.6098403047000001,0.4171795977,1.0,0.9734979627,2.503e-07,9.1778057594,44.4286887558,11.8750492845,62.6252792789,1.0,4.6164989087,1.0001646824,1.0009332,1.0,1.0004453854,1452.4604857146,8225.9427523828,1.0,-0.4862089242,7.6877032301,38.8969849708,1.0,1.1559994451,True,False,True,0.875
5818,helpful,7,non_answer,positive,negative,1.0,0.5,4,3,0.04,0.85,0.09,0.81,1,0.3675481156,0.9959688718,0.9926470588,1.0,2.086e-07,6.6947643293,11.5851998562,16.6872484215,3.7683379567,2.481511015,36.5562643588,1.0006558662,1.0001157411,1.0000373895,1.0008973487,59.2396303397,11.2775818246,33.9652783811,792.1666811464,7.8185336755,2.2032706486,1.7842801672,19.8227240131,False,True,False,0.875
5818,helpful,8,low_certainty,positive,neutral,1.0,0.5,5,4,0.5,0.42,0.8200000000000001,0.08,1,0.018546105,0.0421598904,0.275862069,0.3169712057,2.02e-08,9.0886552519,24.9776840207,16.555865657,22.4819097168,37.2501642817,37.2501642817,1.00039259,1.0005421481,1.0005489412,1.0005489412,347.1354230016,478.996536526,4839.2016190487,4839.2016190487,9.2349417557,12.3720624246,23.2923441005,23.2923441005,True,True,False,0.875
5818,helpful,10,high_certainty,negative,negative,1.0,0.5,5,4,0.3,0.39,0.65,0.09,1,0.0835086493,0.0568701045,0.3296703297,0.4197674351,9.120000000000001e-08,9.0886552519,24.9776840206,15.4447323958,23.593042978,22.750098569,51.7502299944,1.0003645479,1.0005701903,1.0003293647,1.0007685177,322.4114642157,503.7204953118,2903.9209714292,6774.4822666682,8.6467316303,12.96027255,14.3754064603,32.2092817406,True,True,False,0.875
5818,helpful,11,exhaustive,negative,positive,1.0,0.5,7,5,0.0,0.75,0.98,0.75,2,0.8112781245,0.99,1.0,1.0,7.816000000000001e-07,14.1030832488,169.9564759042,55.3752464226,19.1250821409,1.0,270.3341408767,1.0008234118,1.0002744706,1.0,1.0014242107,7258.3024285731,2420.1008095244,1.0,1328348.2974869297,34.4385161507,12.1461720502,1.0,215.5411641051,True,True,False,0.875
5818,helpful,12,high_certainty,negative,neutral,1.0,0.5,7,6,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.1123109134,2.185e-07,14.0102263806,116.1046039664,1.0,141.1776446766,1.0,270.3341408767,1.0,1.0012610399,1.0,1.0014242107,1.0,113384.6258179226,1.0,1328348.2974869297,1.0,99.4365601387,1.0,215.5411641051,True,True,False,0.875
5828,relevant,1,exhaustive,negative,negative,1.0,0.5,7,5,0.0,0.23,1.0,0.23,2,0.7780113035,0.5803083286,1.0,1.0,7.61e-07,14.0955061951,169.9564759042,17.6750755696,56.8252529938,1.0,270.3341408767,1.0002525129,1.0008453694,1.0,1.0014242107,2226.5727447624,7451.830493335,1.0,1328348.2974869297,11.2544782862,35.3302099147,1.0,215.5411641051,True,True,False,1.0
5828,relevant,3,low_certainty,positive,negative,1.0,0.5,4,5,0.11,0.1,0.0,0.01,1,0.0309203646,0.0017918427,0.101010101,0.1365077441,1.278e-07,9.0886552519,24.9776840206,8.2500328563,66.2502957071,5.0741552911,33.9636200827,1.0001097882,1.0009880941,1.0001028212,1.000831917,968.6403238097,8709.7629142877,91.654515548,734.4774439795,5.4584688201,41.1262193808,3.1567704598,18.4502337205,True,True,False,1.0
5828,relevant,4,exhaustive,positive,negative,1.0,0.5,7,1,1.0,0.18,1.0,0.8200000000000001,6,0.6800770457,0.9966420919,1.0,0.99999929,9.613e-07,14.0994487185,214.38516466,1.6509698036,3.9655291052,270.3341408767,1.0,1.0000801694,1.000365216,1.0014242107,1.0,0.7324823936,-0.2186913179,1328348.2974869297,1.0,1.0280799001,1.127919545,215.5411641051,1.0,True,True,False,1.0
5828,relevant,5,high_certainty,positive,positive,1.0,0.5,6,6,0.96,0.9,1.0,0.06,0,0.2267034045,0.0806262585,0.625,0.9533708766,1.347e-07,9.5184157133,1e-10,127.1598802089,15.0177644677,135.5705388895,6.6071057871,1.0011349359,1.000126104,1.0012105983,1.0000504416,102046.2632361304,11339.3625817923,108849.2807852057,4536.3450327169,89.5929041249,10.8436560139,95.4990977332,4.9374624055,True,True,False,1.0
5828,relevant,7,low_certainty,negative,positive,1.0,0.5,5,5,0.6000000000000001,0.79,0.8,0.19,0,0.2294678545,0.2649957967,0.6012658228000001,0.9825684151,1.467e-07,8.2104052875,1e-10,58.2752595651,16.2250689983,44.500197138,30.0001314254,1.0008673271,1.0002305553,1.0006587294,1.000439153,7645.358558097,2033.0446800005,5806.8419428585,3871.561295239,36.2219036787,10.3627845222,27.7508129206,18.8338752804,True,True,False,1.0
5828,relevant,8,non_answer,positive,neutral,1.0,0.5,4,5,0.1,0.1,0.05,0.0,1,0.0,0.0,0.0,0.0932531935,1.165e-07,9.0886552519,24.9776840206,8.2500328563,66.2502957071,4.7037775374,34.3339978364,1.0001097882,1.0009880941,1.0000934738,1.0008412644,968.6403238097,8709.7629142877,83.4131959528,742.7187635748,5.4584688201,41.1262193808,2.960700418,18.6463037623,False,True,False,1.0
5828,relevant,9,low_certainty,negative,negative,1.0,0.5,6,5,0.04,0.15,0.85,0.11,1,0.3675481156,0.1914126889,0.7638888889000001,0.9915393307,3.441e-07,11.5493463255,53.8518719378,11.8750492845,62.6252792789,6.6071057871,135.5705388895,1.0001646824,1.0009332,1.0000504416,1.0012105983,1452.4604857146,8225.9427523828,4536.3450327169,108849.2807852057,7.6877032301,38.8969849708,4.9374624055,95.4990977332,True,True,False,1.0
5828,relevant,10,exhaustive,negative,neutral,1.0,0.5,7,2,0.0,0.51,0.96,0.51,5,0.9997114418,0.906490948,1.0,0.9999999725,9.794e-07,14.0994476602,211.8928305798,5.4464953404,5.2721229741,1.0,270.3341408767,1.0003103298,1.00029816,1.0,1.0014242107,3.0498066436,2.9694220693,1.0,1328348.2974869297,2.3506500979,2.2976834274,1.0,215.5411641051,True,True,False,1.0
5828,relevant,11,high_certainty,negative,neutral,1.0,0.5,7,6,0.05,0.15,0.96,0.1,1,0.3234433476,0.1550973224,0.7017543860000001,0.9989781114,3.932e-07,14.0102263806,116.1046039664,22.0266467015,120.1509979751,14.4667070438,256.8674338329,1.000189156,1.0010718839,1.0000712105,1.0013530001,17008.5438726884,96377.0819452342,66418.3648743465,1261930.932612583,15.7654840208,84.6710761179,11.7270582053,204.8141058998,True,True,False,1.0
