submission_id,StimID,AnswerCertainty,AnswerPolarity,ContextType,pos,pri,rel,bch,ech,klu,bfu,conf_pos,conf_pri,2ord_bch,beta_ech,beta_klu,beta_bfu,beta_bch,RowID,GroupID,pos_rank,pri_rank,rel_rank,bch_rank,ech_rank,klu_rank,bfu_rank,conf_pos_rank,conf_pri_rank,2ord_bch_rank,beta_ech_rank,beta_klu_rank,beta_bfu_rank,beta_bch_rank,pos_rank_diff,pri_rank_diff,rel_rank_diff,bch_rank_diff,ech_rank_diff,klu_rank_diff,bfu_rank_diff,conf_pos_rank_diff,conf_pri_rank_diff,2ord_bch_rank_diff,beta_ech_rank_diff,beta_klu_rank_diff,beta_bfu_rank_diff,beta_bch_rank_diff,pos_mean,pos_rank_mean,pos_rank_diff_mean,pri_mean,pri_rank_mean,pri_rank_diff_mean,rel_mean,rel_rank_mean,rel_rank_diff_mean,bch_mean,bch_rank_mean,bch_rank_diff_mean,ech_mean,ech_rank_mean,ech_rank_diff_mean,klu_mean,klu_rank_mean,klu_rank_diff_mean,bfu_mean,bfu_rank_mean,bfu_rank_diff_mean,conf_pos_mean,conf_pos_rank_mean,conf_pos_rank_diff_mean,conf_pri_mean,conf_pri_rank_mean,conf_pri_rank_diff_mean,2ord_bch_mean,2ord_bch_rank_mean,2ord_bch_rank_diff_mean,beta_ech_mean,beta_ech_rank_mean,beta_ech_rank_diff_mean,beta_klu_mean,beta_klu_rank_mean,beta_klu_rank_diff_mean,beta_bfu_mean,beta_bfu_rank_mean,beta_bfu_rank_diff_mean,beta_bch_mean,beta_bch_rank_mean,beta_bch_rank_diff_mean
6029,2,non_answer,positive,neutral,0.5,0.85,0.7000000000000001,0.35,0.3901596953,0.6731980975,0.8235294118,4,6,2,3.834e-07,1.0,11.6312549634,78.8295559583,2non_answerpositiveneutral6029,2non_answerpositiveneutral,1218.0,2131.5,986.0,1592.0,1554.0,1595.0,1328.0,340.5,1822.5,1844.5,1633.0,2004.0,1516.0,1605.0,232.0,1145.5,0.0,606.0,568.0,609.0,342.0,-645.5,836.5,858.5,647.0,1018.0,530.0,619.0,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
6033,2,non_answer,positive,neutral,0.72,0.87,0.29,0.15,0.2980126255,0.229740508,0.6157635468,5,6,1,2.958e-07,0.9983648527,11.5493463255,53.8518719377,2non_answerpositiveneutral6033,2non_answerpositiveneutral,1585.5,2167.0,377.5,976.0,1375.0,951.5,883.5,741.5,1822.5,1214.0,1426.5,1185.5,1257.0,1269.0,1208.0,1789.5,0.0,598.5,997.5,574.0,506.0,364.0,1445.0,836.5,1049.0,808.0,879.5,891.5,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5794,3,low_certainty,positive,negative,0.5,0.25,0.11,0.25,0.1887218755,0.3798721295,0.6666666667000001,2,3,1,8.11e-08,0.8128152406,4.1971716232,5.3734707989,3low_certaintypositivenegative5794,3low_certaintypositivenegative,1218.0,597.5,251.5,1321.0,1054.5,1221.0,965.0,42.0,318.5,1214.0,730.0,762.0,289.5,807.0,966.5,346.0,0.0,1069.5,803.0,969.5,713.5,-209.5,67.0,962.5,478.5,510.5,38.0,555.5,0.49750000000000005,1211.9375,776.5625,0.39875000000000005,916.0,480.625,0.31625000000000003,435.375,0.0,0.09875,683.25,247.875,0.075281591725,593.625,158.25,0.12445390383750002,616.75,181.375,0.2935411620375,522.1875,86.8125,4.75,863.75,428.375,4.375,944.9375,509.5625,1.125,1044.375,609.0,6.07375e-08,551.5625,116.1875,0.4020378186375,500.8125,65.4375,7.1163159064375,721.1875,285.8125,40.1341926697375,963.375,528.0
5826,3,low_certainty,positive,negative,0.47,0.35,0.63,0.12,0.0633335332,0.0960105592,0.3927986907,4,4,0,3.1e-08,0.5209158424,5.2972751751,1e-10,3low_certaintypositivenegative5826,3low_certaintypositivenegative,1144.5,795.0,784.5,857.0,622.0,705.0,588.0,340.5,657.5,394.0,433.0,567.0,332.5,670.0,360.0,10.5,0.0,72.5,-162.5,-79.5,-196.5,-444.0,-127.0,-390.5,-351.5,-217.5,-452.0,-114.5,0.49750000000000005,1211.9375,776.5625,0.39875000000000005,916.0,480.625,0.31625000000000003,435.375,0.0,0.09875,683.25,247.875,0.075281591725,593.625,158.25,0.12445390383750002,616.75,181.375,0.2935411620375,522.1875,86.8125,4.75,863.75,428.375,4.375,944.9375,509.5625,1.125,1044.375,609.0,6.07375e-08,551.5625,116.1875,0.4020378186375,500.8125,65.4375,7.1163159064375,721.1875,285.8125,40.1341926697375,963.375,528.0
5869,3,low_certainty,positive,negative,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,0.0,6,5,1,4.04e-08,0.0578289683,11.5493463255,53.8518719377,3low_certaintypositivenegative5869,3low_certaintypositivenegative,1380.5,1471.5,713.0,157.0,174.5,157.0,143.0,1390.0,1191.0,1214.0,502.5,254.0,1257.0,1269.0,667.5,758.5,0.0,-556.0,-538.5,-556.0,-570.0,677.0,478.0,501.0,-210.5,-459.0,544.0,556.0,0.49750000000000005,1211.9375,776.5625,0.39875000000000005,916.0,480.625,0.31625000000000003,435.375,0.0,0.09875,683.25,247.875,0.075281591725,593.625,158.25,0.12445390383750002,616.75,181.375,0.2935411620375,522.1875,86.8125,4.75,863.75,428.375,4.375,944.9375,509.5625,1.125,1044.375,609.0,6.07375e-08,551.5625,116.1875,0.4020378186375,500.8125,65.4375,7.1163159064375,721.1875,285.8125,40.1341926697375,963.375,528.0
5960,3,low_certainty,positive,negative,0.5,0.5,0.0,0.0,0.0,0.0,0.0,7,7,0,0.0,0.0,0.6931471806,0.0,3low_certaintypositivenegative5960,3low_certaintypositivenegative,1218.0,1134.5,64.5,157.0,174.5,157.0,143.0,2058.0,2237.0,394.0,116.5,107.0,107.0,276.5,1153.5,1070.0,0.0,92.5,110.0,92.5,78.5,1993.5,2172.5,329.5,52.0,42.5,42.5,212.0,0.49750000000000005,1211.9375,776.5625,0.39875000000000005,916.0,480.625,0.31625000000000003,435.375,0.0,0.09875,683.25,247.875,0.075281591725,593.625,158.25,0.12445390383750002,616.75,181.375,0.2935411620375,522.1875,86.8125,4.75,863.75,428.375,4.375,944.9375,509.5625,1.125,1044.375,609.0,6.07375e-08,551.5625,116.1875,0.4020378186375,500.8125,65.4375,7.1163159064375,721.1875,285.8125,40.1341926697375,963.375,528.0
5985,3,low_certainty,positive,negative,0.4,0.21,0.6000000000000001,0.19,0.2294678545,0.2649957967,0.6012658228000001,4,5,1,1.815e-07,0.9849053719,9.0886552519,24.9776840206,3low_certaintypositivenegative5985,3low_certaintypositivenegative,1069.5,524.0,713.0,1092.0,1157.0,1026.0,865.0,340.5,1191.0,1214.0,1086.0,1042.0,681.5,1038.5,356.5,-189.0,0.0,379.0,444.0,313.0,152.0,-372.5,478.0,501.0,373.0,329.0,-31.5,325.5,0.49750000000000005,1211.9375,776.5625,0.39875000000000005,916.0,480.625,0.31625000000000003,435.375,0.0,0.09875,683.25,247.875,0.075281591725,593.625,158.25,0.12445390383750002,616.75,181.375,0.2935411620375,522.1875,86.8125,4.75,863.75,428.375,4.375,944.9375,509.5625,1.125,1044.375,609.0,6.07375e-08,551.5625,116.1875,0.4020378186375,500.8125,65.4375,7.1163159064375,721.1875,285.8125,40.1341926697375,963.375,528.0
5987,3,low_certainty,positive,negative,0.52,0.5,0.21,0.02,0.001154464,0.0026547216,0.0769230769,4,5,1,2.88e-08,0.1231545069,9.0886552519,24.9776840206,3low_certaintypositivenegative5987,3low_certaintypositivenegative,1287.0,1134.5,337.0,390.0,372.5,347.0,341.5,340.5,1191.0,1214.0,409.5,375.5,681.5,1038.5,950.0,797.5,0.0,53.0,35.5,10.0,4.5,3.5,854.0,877.0,72.5,38.5,344.5,701.5,0.49750000000000005,1211.9375,776.5625,0.39875000000000005,916.0,480.625,0.31625000000000003,435.375,0.0,0.09875,683.25,247.875,0.075281591725,593.625,158.25,0.12445390383750002,616.75,181.375,0.2935411620375,522.1875,86.8125,4.75,863.75,428.375,4.375,944.9375,509.5625,1.125,1044.375,609.0,6.07375e-08,551.5625,116.1875,0.4020378186375,500.8125,65.4375,7.1163159064375,721.1875,285.8125,40.1341926697375,963.375,528.0
6016,3,low_certainty,positive,negative,0.49,0.48,0.13,0.01,0.0008659058,0.0006649183,0.0392464678,4,4,0,4e-10,0.0049893758,2.9168318694,0.0,3low_certaintypositivenegative6016,3low_certaintypositivenegative,1160.0,972.5,260.5,341.0,369.0,317.5,317.0,340.5,657.5,394.0,234.0,218.0,254.0,276.5,899.5,712.0,0.0,80.5,108.5,57.0,56.5,80.0,397.0,133.5,-26.5,-42.5,-6.5,16.0,0.49750000000000005,1211.9375,776.5625,0.39875000000000005,916.0,480.625,0.31625000000000003,435.375,0.0,0.09875,683.25,247.875,0.075281591725,593.625,158.25,0.12445390383750002,616.75,181.375,0.2935411620375,522.1875,86.8125,4.75,863.75,428.375,4.375,944.9375,509.5625,1.125,1044.375,609.0,6.07375e-08,551.5625,116.1875,0.4020378186375,500.8125,65.4375,7.1163159064375,721.1875,285.8125,40.1341926697375,963.375,528.0
6022,3,low_certainty,positive,negative,0.5,0.3,0.25,0.2,0.1187091008,0.2514331054,0.5714285714,7,2,5,1.227e-07,0.7116932432,14.0994445739,211.89283058,3low_certaintypositivenegative6022,3low_certaintypositivenegative,1218.0,698.5,359.0,1151.0,825.0,1003.5,815.0,2058.0,116.0,2317.0,901.0,681.0,2166.5,2331.0,859.0,339.5,0.0,792.0,466.0,644.5,456.0,1699.0,-243.0,1958.0,542.0,322.0,1807.5,1972.0,0.49750000000000005,1211.9375,776.5625,0.39875000000000005,916.0,480.625,0.31625000000000003,435.375,0.0,0.09875,683.25,247.875,0.075281591725,593.625,158.25,0.12445390383750002,616.75,181.375,0.2935411620375,522.1875,86.8125,4.75,863.75,428.375,4.375,944.9375,509.5625,1.125,1044.375,609.0,6.07375e-08,551.5625,116.1875,0.4020378186375,500.8125,65.4375,7.1163159064375,721.1875,285.8125,40.1341926697375,963.375,528.0
5794,5,exhaustive,positive,negative,0.95,0.1,1.0,0.85,0.1825986365,0.9986727122,0.9941520468,6,5,1,2.461e-07,1.0,11.6063100267,53.8518719378,5exhaustivepositivenegative5794,5exhaustivepositivenegative,2038.5,254.5,2134.0,2281.0,1015.0,2259.5,1947.0,1390.0,1191.0,1214.0,1285.0,2004.0,1437.5,1388.0,-95.5,-1879.5,0.0,147.0,-1119.0,125.5,-187.0,-744.0,-943.0,-920.0,-849.0,-130.0,-696.5,-746.0,0.8633333333333334,1900.3333333333333,-123.55555555555556,0.16444444444444445,395.0,-1628.888888888889,0.9888888888888889,2023.888888888889,0.0,0.7011111111111111,2027.1666666666667,3.2777777777777777,0.5040637533111111,1637.8333333333333,-386.05555555555554,0.8845491589888889,2023.6666666666667,-0.2222222222222222,0.9962574157444445,2039.2222222222222,15.333333333333334,6.444444444444445,1686.888888888889,-337.0,4.888888888888889,1161.888888888889,-862.0,1.7777777777777777,1629.2777777777778,-394.6111111111111,4.851555555555556e-07,1647.9444444444443,-375.94444444444446,0.9606993246777777,1851.4444444444443,-172.44444444444446,12.983516689700002,1869.7222222222222,-154.16666666666666,116.00048614604445,1856.111111111111,-167.77777777777777
5832,5,exhaustive,positive,negative,1.0,0.25,0.99,0.75,0.8112781245,0.99,1.0,7,5,2,7.816000000000001e-07,1.0,14.1030832488,169.9564759042,5exhaustivepositivenegative5832,5exhaustivepositivenegative,2251.5,597.5,1892.0,2217.0,2133.0,2193.0,2161.0,2058.0,1191.0,1844.5,2162.5,2004.0,2272.5,2163.5,359.5,-1294.5,0.0,325.0,241.0,301.0,269.0,166.0,-701.0,-47.5,270.5,112.0,380.5,271.5,0.8633333333333334,1900.3333333333333,-123.55555555555556,0.16444444444444445,395.0,-1628.888888888889,0.9888888888888889,2023.888888888889,0.0,0.7011111111111111,2027.1666666666667,3.2777777777777777,0.5040637533111111,1637.8333333333333,-386.05555555555554,0.8845491589888889,2023.6666666666667,-0.2222222222222222,0.9962574157444445,2039.2222222222222,15.333333333333334,6.444444444444445,1686.888888888889,-337.0,4.888888888888889,1161.888888888889,-862.0,1.7777777777777777,1629.2777777777778,-394.6111111111111,4.851555555555556e-07,1647.9444444444443,-375.94444444444446,0.9606993246777777,1851.4444444444443,-172.44444444444446,12.983516689700002,1869.7222222222222,-154.16666666666666,116.00048614604445,1856.111111111111,-167.77777777777777
5881,5,exhaustive,positive,negative,0.88,0.05,0.99,0.8300000000000001,0.2429639082,0.9994785843,0.9928229665,7,6,1,9.1e-09,1.0,14.0102263806,116.1046039664,5exhaustivepositivenegative5881,5exhaustivepositivenegative,1848.5,123.0,1892.0,2270.0,1175.5,2273.0,1934.5,2058.0,1822.5,1214.0,282.0,2004.0,1859.0,2003.5,-43.5,-1769.0,0.0,378.0,-716.5,381.0,42.5,166.0,-69.5,-678.0,-1610.0,112.0,-33.0,111.5,0.8633333333333334,1900.3333333333333,-123.55555555555556,0.16444444444444445,395.0,-1628.888888888889,0.9888888888888889,2023.888888888889,0.0,0.7011111111111111,2027.1666666666667,3.2777777777777777,0.5040637533111111,1637.8333333333333,-386.05555555555554,0.8845491589888889,2023.6666666666667,-0.2222222222222222,0.9962574157444445,2039.2222222222222,15.333333333333334,6.444444444444445,1686.888888888889,-337.0,4.888888888888889,1161.888888888889,-862.0,1.7777777777777777,1629.2777777777778,-394.6111111111111,4.851555555555556e-07,1647.9444444444443,-375.94444444444446,0.9606993246777777,1851.4444444444443,-172.44444444444446,12.983516689700002,1869.7222222222222,-154.16666666666666,116.00048614604445,1856.111111111111,-167.77777777777777
