submission_id,AnswerCertainty,AnswerPolarity,ContextType,StimID,TaskType,TrialType,age,certainty_max,certainty_min,confidence,education,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,p_max,p_min,prolific_pid,prolific_session_id,prolific_study_id,response_time,sliderResponse,trialNr
3451,NA,NA,NA,1,relevance,practice,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,162201,87,3
3451,exhaustive,positive,neutral,12,prior,main,36,NA,NA,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,200016,9,1
3451,exhaustive,positive,neutral,12,posterior,main,36,NA,NA,7,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,19815,100,2
3451,exhaustive,positive,neutral,12,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,6600,99,3
3451,NA,NA,NA,1,prior,reasoning,36,4,1,4,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,0.6,0.4,,,,100505,50,4
3451,NA,NA,NA,1,posterior,reasoning,36,7,3,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,0.6,0.4,,,,20136,50,5
3451,exhaustive,negative,positive,1,prior,main,36,NA,NA,5,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,217583,76,6
3451,exhaustive,negative,positive,1,posterior,main,36,NA,NA,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,10936,9,7
3451,exhaustive,negative,positive,1,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,9399,91,8
3451,non_answer,N/A,neutral,2,prior,main,36,NA,NA,4,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,230056,60,9
3451,non_answer,N/A,neutral,2,posterior,main,36,NA,NA,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,18265,90,10
3451,non_answer,N/A,neutral,2,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,5902,85,11
3451,high_certainty,positive,positive,5,prior,main,36,NA,NA,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,113849,89,12
3451,high_certainty,positive,positive,5,posterior,main,36,NA,NA,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,18247,95,13
3451,high_certainty,positive,positive,5,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,5600,96,14
3451,NA,NA,NA,1,prior,attenetion,36,6,6,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,1,0.95,,,,334561,100,15
3451,high_certainty,negative,neutral,10,prior,main,36,NA,NA,4,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,18535,50,16
3451,high_certainty,negative,neutral,10,posterior,main,36,NA,NA,5,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,14352,30,17
3451,high_certainty,negative,neutral,10,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,4568,38,18
3451,low_certainty,positive,negative,11,prior,main,36,NA,NA,5,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,23681,70,19
3451,low_certainty,positive,negative,11,posterior,main,36,NA,NA,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,10999,90,20
3451,low_certainty,positive,negative,11,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,6719,93,21
3451,NA,NA,NA,2,prior,reasoning,36,7,5,5,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,0.45,0.25,,,,30616,81,22
3451,NA,NA,NA,2,posterior,reasoning,36,7,5,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,0.75,0.55,,,,16288,92,23
3451,low_certainty,positive,negative,8,prior,main,36,NA,NA,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,19817,26,24
3451,low_certainty,positive,negative,8,posterior,main,36,NA,NA,5,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,14056,83,25
3451,low_certainty,positive,negative,8,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,5127,81,26
3451,high_certainty,negative,negative,7,prior,main,36,NA,NA,5,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,137656,15,27
3451,high_certainty,negative,negative,7,posterior,main,36,NA,NA,7,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,12625,0,28
3451,high_certainty,negative,negative,7,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,3198,100,29
3451,high_certainty,positive,positive,4,prior,main,36,NA,NA,5,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,24641,60,30
3451,high_certainty,positive,positive,4,posterior,main,36,NA,NA,7,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,10967,2,31
3451,high_certainty,positive,positive,4,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,2424,100,32
3451,NA,NA,NA,2,prior,attention,36,2,2,2,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,0.05,0,,,,13681,0,33
3451,low_certainty,negative,positive,9,prior,main,36,NA,NA,6,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,19896,80,34
3451,low_certainty,negative,positive,9,posterior,main,36,NA,NA,5,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,10040,20,35
3451,low_certainty,negative,positive,9,relevance,main,36,NA,NA,NA,Graduated High-school,2860362,1649093362989,1649090502627,male,helpful,English,NA,NA,,,,4896,81,36
3450,NA,NA,NA,1,prior,practice,29,NA,NA,5,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,44328,62,1
3450,NA,NA,NA,1,posterior,practice,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,12704,10,2
3450,NA,NA,NA,1,relevance,practice,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,7744,100,3
3450,low_certainty,negative,negative,10,prior,main,29,NA,NA,5,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,15489,70,1
3450,low_certainty,negative,negative,10,posterior,main,29,NA,NA,5,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,14167,70,2
3450,low_certainty,negative,negative,10,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,8185,20,3
3450,NA,NA,NA,1,prior,reasoning,29,4,1,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,0.6,0.4,,,,16328,50,4
3450,NA,NA,NA,1,posterior,reasoning,29,7,3,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,0.6,0.4,,,,15911,50,5
3450,exhaustive,positive,neutral,7,prior,main,29,NA,NA,4,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,23128,25,6
3450,exhaustive,positive,neutral,7,posterior,main,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,9689,90,7
3450,exhaustive,positive,neutral,7,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,3391,100,8
3450,low_certainty,negative,neutral,12,prior,main,29,NA,NA,7,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,14633,1,9
3450,low_certainty,negative,neutral,12,posterior,main,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,9872,1,10
3450,low_certainty,negative,neutral,12,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,5160,75,11
3450,high_certainty,negative,negative,8,prior,main,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,15152,5,12
3450,high_certainty,negative,negative,8,posterior,main,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,8584,0,13
3450,high_certainty,negative,negative,8,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,7848,100,14
3450,NA,NA,NA,1,prior,attenetion,29,6,6,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,1,0.95,,,,23784,100,15
3450,non_answer,N/A,negative,2,prior,main,29,NA,NA,5,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,13424,20,16
3450,non_answer,N/A,negative,2,posterior,main,29,NA,NA,5,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,11921,20,17
3450,non_answer,N/A,negative,2,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,4591,0,18
3450,exhaustive,negative,neutral,4,prior,main,29,NA,NA,5,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,22569,10,19
3450,exhaustive,negative,neutral,4,posterior,main,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,11160,0,20
3450,exhaustive,negative,neutral,4,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,3688,100,21
3450,NA,NA,NA,2,prior,reasoning,29,7,5,2,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,0.45,0.25,,,,37248,1,22
3450,NA,NA,NA,2,posterior,reasoning,29,7,5,4,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,0.75,0.55,,,,15336,90,23
3450,non_answer,N/A,positive,1,prior,main,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,23440,95,24
3450,non_answer,N/A,positive,1,posterior,main,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,9488,95,25
3450,non_answer,N/A,positive,1,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,6096,0,26
3450,high_certainty,positive,positive,9,prior,main,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,14361,90,27
3450,high_certainty,positive,positive,9,posterior,main,29,NA,NA,6,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,9775,95,28
3450,high_certainty,positive,positive,9,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,3856,100,29
3450,exhaustive,negative,positive,3,prior,main,29,NA,NA,4,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,19608,60,30
3450,exhaustive,negative,positive,3,posterior,main,29,NA,NA,5,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,13096,10,31
3450,exhaustive,negative,positive,3,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,3480,100,32
3450,NA,NA,NA,2,prior,attention,29,2,2,2,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,0.05,0,,,,14128,0,33
3450,low_certainty,positive,positive,6,prior,main,29,NA,NA,5,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,21296,85,34
3450,low_certainty,positive,positive,6,posterior,main,29,NA,NA,5,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,11152,90,35
3450,low_certainty,positive,positive,6,relevance,main,29,NA,NA,NA,Graduated College,572012,1649092322450,1649091750438,female,relevant,English,NA,NA,,,,4392,80,36
3449,NA,NA,NA,1,prior,practice,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,56831,100,1
3449,NA,NA,NA,1,posterior,practice,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,28075,17,2
3449,NA,NA,NA,1,relevance,practice,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,7143,94,3
3449,non_answer,N/A,negative,12,prior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,18982,0,1
3449,non_answer,N/A,negative,12,posterior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,18113,1,2
3449,non_answer,N/A,negative,12,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,6618,14,3
3449,NA,NA,NA,1,prior,reasoning,44,4,1,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,0.6,0.4,,,,29522,50,4
3449,NA,NA,NA,1,posterior,reasoning,44,7,3,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,0.6,0.4,,,,20680,50,5
3449,low_certainty,negative,neutral,7,prior,main,44,NA,NA,5,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,35799,75,6
3449,low_certainty,negative,neutral,7,posterior,main,44,NA,NA,6,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,16461,75,7
3449,low_certainty,negative,neutral,7,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,11620,70,8
3449,high_certainty,negative,positive,10,prior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,18458,50,9
3449,high_certainty,negative,positive,10,posterior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,11908,50,10
3449,high_certainty,negative,positive,10,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,7863,28,11
3449,exhaustive,positive,negative,2,prior,main,44,NA,NA,5,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,23152,20,12
3449,exhaustive,positive,negative,2,posterior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,15507,100,13
3449,exhaustive,positive,negative,2,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,4635,100,14
3449,NA,NA,NA,1,prior,attenetion,44,6,6,6,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,1,0.95,,,,29053,100,15
3449,non_answer,N/A,neutral,6,prior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,19744,50,16
3449,non_answer,N/A,neutral,6,posterior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,12931,50,17
3449,non_answer,N/A,neutral,6,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,4531,1,18
3449,exhaustive,positive,positive,1,prior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,18087,80,19
3449,exhaustive,positive,positive,1,posterior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,9674,100,20
3449,exhaustive,positive,positive,1,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,3509,100,21
3449,NA,NA,NA,2,prior,reasoning,44,7,5,6,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,0.45,0.25,,,,22114,75,22
3449,NA,NA,NA,2,posterior,reasoning,44,7,5,6,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,0.75,0.55,,,,19576,95,23
3449,high_certainty,negative,negative,9,prior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,26852,5,24
3449,high_certainty,negative,negative,9,posterior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,10857,5,25
3449,high_certainty,negative,negative,9,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,9093,100,26
3449,exhaustive,negative,neutral,8,prior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,15202,50,27
3449,exhaustive,negative,neutral,8,posterior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,9791,0,28
3449,exhaustive,negative,neutral,8,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,4198,100,29
3449,low_certainty,positive,positive,4,prior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,22076,50,30
3449,low_certainty,positive,positive,4,posterior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,9908,75,31
3449,low_certainty,positive,positive,4,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,8939,85,32
3449,NA,NA,NA,2,prior,attention,44,2,2,2,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,0.05,0,,,,14868,0,33
3449,high_certainty,positive,neutral,5,prior,main,44,NA,NA,5,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,25247,35,34
3449,high_certainty,positive,neutral,5,posterior,main,44,NA,NA,7,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,11621,100,35
3449,high_certainty,positive,neutral,5,relevance,main,44,NA,NA,NA,Graduated College,682661,1649091368507,1649090685846,female,relevant,English,NA,NA,,,,3418,100,36
3448,NA,NA,NA,1,prior,practice,50,NA,NA,5,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,2138564,95,1
3448,NA,NA,NA,1,posterior,practice,50,NA,NA,3,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,44609,20,2
3448,NA,NA,NA,1,relevance,practice,50,NA,NA,NA,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,17498,69,3
3448,low_certainty,negative,positive,1,prior,main,50,NA,NA,6,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,29308,73,1
3448,low_certainty,negative,positive,1,posterior,main,50,NA,NA,4,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,18531,35,2
3448,low_certainty,negative,positive,1,relevance,main,50,NA,NA,NA,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,5599,54,3
3448,NA,NA,NA,1,prior,reasoning,50,4,1,7,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,0.6,0.4,,,,43108,50,4
3448,NA,NA,NA,1,posterior,reasoning,50,7,3,7,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,0.6,0.4,,,,21984,50,5
3448,exhaustive,positive,negative,2,prior,main,50,NA,NA,5,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,19404,28,6
3448,exhaustive,positive,negative,2,posterior,main,50,NA,NA,5,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,10965,57,7
3448,exhaustive,positive,negative,2,relevance,main,50,NA,NA,NA,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,4855,47,8
3448,non_answer,N/A,neutral,3,prior,main,50,NA,NA,6,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,18455,50,9
3448,non_answer,N/A,neutral,3,posterior,main,50,NA,NA,5,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,15895,50,10
3448,non_answer,N/A,neutral,3,relevance,main,50,NA,NA,NA,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,4395,0,11
3448,high_certainty,positive,negative,5,prior,main,50,NA,NA,4,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,26274,47,12
3448,high_certainty,positive,negative,5,posterior,main,50,NA,NA,6,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,11615,94,13
3448,high_certainty,positive,negative,5,relevance,main,50,NA,NA,NA,Graduated High-school,4497372,1649091303336,1649086805964,female,helpful,English,NA,NA,,,,4795,91,14
