submission_id,AnswerCertainty,AnswerPolarity,ContextType,StimID,TaskType,TrialType,age,certainty_max,certainty_min,comments,confidence,education,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,p_max,p_min,prolific_pid,prolific_session_id,prolific_study_id,response_time,sliderResponse,trialNr
3051,low_certainty,negative,negative,9,posterior,main,63,NA,NA,,7,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,14675,2,28
3051,low_certainty,negative,negative,9,relevance,main,63,NA,NA,,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,3971,100,29
3051,low_certainty,positive,neutral,12,prior,main,63,NA,NA,,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,28603,2,30
3051,low_certainty,positive,neutral,12,posterior,main,63,NA,NA,,6,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,12285,2,31
3051,low_certainty,positive,neutral,12,relevance,main,63,NA,NA,,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,6392,27,32
3051,NA,NA,NA,2,prior,attention,63,2,2,,2,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,0.05,0,,,,21792,0,33
3051,exhaustive,positive,negative,10,prior,main,63,NA,NA,,5,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,186256,15,34
3051,exhaustive,positive,negative,10,posterior,main,63,NA,NA,,7,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,11200,100,35
3051,exhaustive,positive,negative,10,relevance,main,63,NA,NA,,NA,Graduated College,1258179,1645455244234,1645453986055,female,relevant,English,NA,NA,,,,4994,100,36
3015,NA,NA,NA,1,prior,practice,61,NA,NA,,2,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,128325,94,1
3015,NA,NA,NA,1,posterior,practice,61,NA,NA,,6,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,71460,3,2
3015,NA,NA,NA,1,relevance,practice,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,17399,90,3
3015,high_certainty,negative,neutral,9,prior,main,61,NA,NA,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,46479,50,1
3015,high_certainty,negative,neutral,9,posterior,main,61,NA,NA,,5,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,23854,20,2
3015,high_certainty,negative,neutral,9,relevance,main,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,9561,70,3
3015,NA,NA,NA,1,prior,reasoning,61,4,1,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,0.6,0.4,,,,29885,50,4
3015,NA,NA,NA,1,posterior,reasoning,61,7,3,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,0.6,0.4,,,,30225,50,5
3015,exhaustive,negative,neutral,1,prior,main,61,NA,NA,,5,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,35970,60,6
3015,exhaustive,negative,neutral,1,posterior,main,61,NA,NA,,3,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,26178,40,7
3015,exhaustive,negative,neutral,1,relevance,main,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,11019,90,8
3015,low_certainty,positive,negative,4,prior,main,61,NA,NA,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,42861,20,9
3015,low_certainty,positive,negative,4,posterior,main,61,NA,NA,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,24738,33,10
3015,low_certainty,positive,negative,4,relevance,main,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,10160,19,11
3015,NA,NA,NA,1,prior,attention,61,6,6,,6,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,1,0.95,,,,61490,100,12
3015,exhaustive,negative,neutral,12,prior,main,61,NA,NA,,6,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,27571,10,13
3015,exhaustive,negative,neutral,12,posterior,main,61,NA,NA,,7,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,36310,3,14
3015,exhaustive,negative,neutral,12,relevance,main,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,10963,95,15
3015,high_certainty,positive,neutral,11,prior,main,61,NA,NA,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,23665,50,16
3015,high_certainty,positive,neutral,11,posterior,main,61,NA,NA,,6,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,19500,90,17
3015,high_certainty,positive,neutral,11,relevance,main,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,12142,90,18
3015,NA,NA,NA,2,prior,reasoning,61,7,5,,6,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,0.45,0.25,,,,32177,75,19
3015,NA,NA,NA,2,posterior,reasoning,61,7,5,,7,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,0.75,0.55,,,,31868,90,20
3015,low_certainty,positive,positive,7,prior,main,61,NA,NA,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,36220,60,21
3015,low_certainty,positive,positive,7,posterior,main,61,NA,NA,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,24485,50,22
3015,low_certainty,positive,positive,7,relevance,main,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,9290,10,23
3015,low_certainty,negative,negative,10,prior,main,61,NA,NA,,3,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,27692,59,24
3015,low_certainty,negative,negative,10,posterior,main,61,NA,NA,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,21039,40,25
3015,low_certainty,negative,negative,10,relevance,main,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,8391,60,26
3015,high_certainty,negative,negative,6,prior,main,61,NA,NA,,6,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,30670,11,27
3015,high_certainty,negative,negative,6,posterior,main,61,NA,NA,,6,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,17602,5,28
3015,high_certainty,negative,negative,6,relevance,main,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,6584,88,29
3015,NA,NA,NA,2,prior,attention,61,2,2,,2,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,0.85,0.75,,,,29734,84,30
3015,non_answer,N/A,neutral,5,prior,main,61,NA,NA,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,25511,50,31
3015,non_answer,N/A,neutral,5,posterior,main,61,NA,NA,,4,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,20236,50,32
3015,non_answer,N/A,neutral,5,relevance,main,61,NA,NA,,NA,Graduated High-school,1106518,1644252269805,1644251163287,female,helpful,english,NA,NA,,,,6658,39,33
3036,NA,NA,NA,1,prior,practice,46,NA,NA,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,48368,90,1
3036,NA,NA,NA,1,posterior,practice,46,NA,NA,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,21456,5,2
3036,NA,NA,NA,1,relevance,practice,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,7085,100,3
3036,non_answer,N/A,positive,10,prior,main,46,NA,NA,,6,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,26988,60,1
3036,non_answer,N/A,positive,10,posterior,main,46,NA,NA,,6,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,13192,60,2
3036,non_answer,N/A,positive,10,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,4268,0,3
3036,NA,NA,NA,1,prior,reasoning,46,4,1,,5,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,0.6,0.4,,,,26412,50,4
3036,NA,NA,NA,1,posterior,reasoning,46,7,3,,6,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,0.6,0.4,,,,17648,50,5
3036,low_certainty,positive,positive,12,prior,main,46,NA,NA,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,21560,95,6
3036,low_certainty,positive,positive,12,posterior,main,46,NA,NA,,6,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,13976,95,7
3036,low_certainty,positive,positive,12,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,5232,80,8
3036,high_certainty,positive,neutral,9,prior,main,46,NA,NA,,5,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,19728,80,9
3036,high_certainty,positive,neutral,9,posterior,main,46,NA,NA,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,14128,99,10
3036,high_certainty,positive,neutral,9,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,8408,100,11
3036,exhaustive,positive,negative,7,prior,main,46,NA,NA,,5,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,37767,60,12
3036,exhaustive,positive,negative,7,posterior,main,46,NA,NA,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,11959,100,13
3036,exhaustive,positive,negative,7,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,4039,100,14
3036,NA,NA,NA,1,prior,attenetion,46,6,6,,6,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,1,0.95,,,,21216,100,15
3036,low_certainty,negative,negative,2,prior,main,46,NA,NA,,6,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,19231,5,16
3036,low_certainty,negative,negative,2,posterior,main,46,NA,NA,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,9640,0,17
3036,low_certainty,negative,negative,2,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,3808,99,18
3036,non_answer,N/A,neutral,4,prior,main,46,NA,NA,,3,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,37224,50,19
3036,non_answer,N/A,neutral,4,posterior,main,46,NA,NA,,4,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,14504,40,20
3036,non_answer,N/A,neutral,4,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,2904,0,21
3036,NA,NA,NA,2,prior,reasoning,46,7,5,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,0.45,0.25,,,,49155,33,22
3036,NA,NA,NA,2,posterior,reasoning,46,7,5,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,0.75,0.55,,,,20580,67,23
3036,exhaustive,negative,neutral,6,prior,main,46,NA,NA,,6,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,23040,0,24
3036,exhaustive,negative,neutral,6,posterior,main,46,NA,NA,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,10592,0,25
3036,exhaustive,negative,neutral,6,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,4944,100,26
3036,low_certainty,positive,negative,5,prior,main,46,NA,NA,,7,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,20824,0,27
3036,low_certainty,positive,negative,5,posterior,main,46,NA,NA,,5,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,13560,5,28
3036,low_certainty,positive,negative,5,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,5192,9,29
3036,high_certainty,negative,positive,11,prior,main,46,NA,NA,,6,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,19868,90,30
3036,high_certainty,negative,positive,11,posterior,main,46,NA,NA,,5,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,15876,50,31
3036,high_certainty,negative,positive,11,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,2535,92,32
3036,NA,NA,NA,2,prior,attention,46,2,2,,2,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,0.05,0,,,,13201,0,33
3036,low_certainty,negative,negative,3,prior,main,46,NA,NA,,4,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,22235,24,34
3036,low_certainty,negative,negative,3,posterior,main,46,NA,NA,,5,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,14348,19,35
3036,low_certainty,negative,negative,3,relevance,main,46,NA,NA,,NA,Graduated High-school,694148,1645454539805,1645453845657,female,helpful,English,NA,NA,,,,3234,74,36
3010,NA,NA,NA,1,prior,practice,28,NA,NA,,7,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,43810,66,1
3010,NA,NA,NA,1,posterior,practice,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,27168,7,2
3010,NA,NA,NA,1,relevance,practice,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,10107,95,3
3010,high_certainty,positive,negative,11,prior,main,28,NA,NA,,7,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,40108,70,1
3010,high_certainty,positive,negative,11,posterior,main,28,NA,NA,,7,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,12421,90,2
3010,high_certainty,positive,negative,11,relevance,main,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,2959,100,3
3010,NA,NA,NA,1,prior,reasoning,28,4,1,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,0.6,0.4,,,,36370,50,4
3010,NA,NA,NA,1,posterior,reasoning,28,7,3,,6,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,0.6,0.4,,,,14665,95,5
3010,high_certainty,positive,neutral,5,prior,main,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,19823,70,6
3010,high_certainty,positive,neutral,5,posterior,main,28,NA,NA,,6,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,9878,80,7
3010,high_certainty,positive,neutral,5,relevance,main,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,2184,100,8
3010,exhaustive,positive,neutral,10,prior,main,28,NA,NA,,4,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,15644,15,9
3010,exhaustive,positive,neutral,10,posterior,main,28,NA,NA,,6,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,11840,95,10
3010,exhaustive,positive,neutral,10,relevance,main,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,4166,100,11
3010,NA,NA,NA,1,prior,attention,28,6,6,,6,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,1,0.95,,,,24176,100,12
3010,low_certainty,negative,positive,1,prior,main,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,13868,80,13
3010,low_certainty,negative,positive,1,posterior,main,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,15421,66,14
3010,low_certainty,negative,positive,1,relevance,main,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,5526,35,15
3010,high_certainty,negative,negative,7,prior,main,28,NA,NA,,3,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,26680,10,16
3010,high_certainty,negative,negative,7,posterior,main,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,17198,5,17
3010,high_certainty,negative,negative,7,relevance,main,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,5839,45,18
3010,NA,NA,NA,2,prior,reasoning,28,7,5,,7,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,0.45,0.25,,,,81590,33,19
3010,NA,NA,NA,2,posterior,reasoning,28,7,5,,7,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,0.75,0.55,,,,37210,66,20
3010,low_certainty,negative,neutral,2,prior,main,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,11064,75,21
3010,low_certainty,negative,neutral,2,posterior,main,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,11742,20,22
3010,low_certainty,negative,neutral,2,relevance,main,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,3979,40,23
3010,low_certainty,positive,positive,6,prior,main,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,31107,74,24
3010,low_certainty,positive,positive,6,posterior,main,28,NA,NA,,3,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,22120,45,25
3010,low_certainty,positive,positive,6,relevance,main,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,10110,25,26
3010,exhaustive,negative,neutral,4,prior,main,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,38001,5,27
3010,exhaustive,negative,neutral,4,posterior,main,28,NA,NA,,4,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,28273,1,28
3010,exhaustive,negative,neutral,4,relevance,main,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,5182,66,29
3010,NA,NA,NA,2,prior,attention,28,2,2,,2,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,0.85,0.75,,,,21338,81,30
3010,exhaustive,positive,neutral,12,prior,main,28,NA,NA,,5,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,22557,2,31
3010,exhaustive,positive,neutral,12,posterior,main,28,NA,NA,,7,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,8956,100,32
3010,exhaustive,positive,neutral,12,relevance,main,28,NA,NA,,NA,Graduated College,815012,1644251617448,1644250802436,male,relevant,English,NA,NA,,,,2933,100,33
3012,NA,NA,NA,1,prior,practice,31,NA,NA,,3,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,52765,78,1
3012,NA,NA,NA,1,posterior,practice,31,NA,NA,,6,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,13756,3,2
3012,NA,NA,NA,1,relevance,practice,31,NA,NA,,NA,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,8993,93,3
3012,high_certainty,negative,neutral,6,prior,main,31,NA,NA,,3,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,16404,35,1
3012,high_certainty,negative,neutral,6,posterior,main,31,NA,NA,,6,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,7336,4,2
3012,high_certainty,negative,neutral,6,relevance,main,31,NA,NA,,NA,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,4995,97,3
3012,NA,NA,NA,1,prior,reasoning,31,4,1,,4,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,0.6,0.4,,,,17136,50,4
3012,NA,NA,NA,1,posterior,reasoning,31,7,3,,6,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,0.6,0.4,,,,27241,50,5
3012,low_certainty,positive,positive,3,prior,main,31,NA,NA,,3,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,16890,65,6
3012,low_certainty,positive,positive,3,posterior,main,31,NA,NA,,3,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,21708,65,7
3012,low_certainty,positive,positive,3,relevance,main,31,NA,NA,,NA,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,4812,17,8
3012,low_certainty,negative,positive,4,prior,main,31,NA,NA,,2,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,15786,55,9
3012,low_certainty,negative,positive,4,posterior,main,31,NA,NA,,4,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,8548,19,10
3012,low_certainty,negative,positive,4,relevance,main,31,NA,NA,,NA,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,5198,70,11
3012,NA,NA,NA,1,prior,attention,31,6,6,,6,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,1,0.95,,,,23887,100,12
3012,non_answer,N/A,neutral,2,prior,main,31,NA,NA,,4,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,13909,85,13
3012,non_answer,N/A,neutral,2,posterior,main,31,NA,NA,,4,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,13360,85,14
3012,non_answer,N/A,neutral,2,relevance,main,31,NA,NA,,NA,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,3086,0,15
3012,exhaustive,negative,neutral,10,prior,main,31,NA,NA,,3,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,16069,69,16
3012,exhaustive,negative,neutral,10,posterior,main,31,NA,NA,,7,Higher degree,522886,1644251972297,1644251449411,female,helpful,english,NA,NA,,,,8052,0,17
